Tip_label f
Omphalodium_pisacomense 0.02
Omphalora_arizonica 0.02
Oropogon_americanus 0.02
Oropogon_atranorinus 0.02
Oropogon_bicolor 0.02
Oropogon_caespitosus 0.02
Oropogon_colibor 0.02
Oropogon_granulosus 0.02
Oropogon_lopezii 0.02
Oropogon_lorobic 0.02
Oropogon_loxensis 0.02
Oropogon_mexicanus 0.02
Oropogon_sperlingii 0.02
Pannoparmelia_angustata 0.02
Almbornia_azaniensis 0.02
Almbornia_cafferensis 0.02
Austroparmelina_conlabrosa 0.02
Austroparmelina_endoleuca 0.02
Austroparmelina_labrosa 0.02
Austroparmelina_macrospora 0.02
Austroparmelina_pruinata 0.02
Austroparmelina_pseudorelicina 0.02
Bulbothrix_apophysata 0.02
Bulbothrix_coronata 0.02
Bulbothrix_decurtata 0.02
Bulbothrix_goebelii 0.02
Bulbothrix_hypocraea 0.02
