Rate	62.50
Rev Jump	12.50
Prior Change	12.50
Tree Move	12.50
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
2121	0.353607	385	0.015584	1399	0.010007	1095	0.014612	0.633320	2121	0.353607	0.157200	0.209907	
2684	0.339791	395	0.050633	961	0.030177	960	0.016667	0.633320	2684	0.339791	0.195400	0.209906	
2637	0.347364	410	0.026829	987	0.026342	966	0.011387	0.633320	2637	0.347364	0.192800	0.209905	
2917	0.349332	440	0.025000	839	0.010727	804	0.013682	0.633320	2917	0.349332	0.210000	0.209905	
2796	0.339413	395	0.048101	902	0.032151	907	0.009923	0.633320	2796	0.339413	0.201200	0.209905	
2968	0.356132	451	0.039911	795	0.037736	786	0.012723	0.633320	2968	0.356132	0.223000	0.209906	
3128	0.352941	440	0.029545	701	0.019971	731	0.023256	0.633320	3128	0.352941	0.229600	0.209907	
2661	0.361142	377	0.068966	1017	0.023599	945	0.016931	0.633320	2661	0.361142	0.205400	0.209907	
3053	0.335408	436	0.032110	766	0.010444	745	0.006711	0.633320	3053	0.335408	0.210200	0.209907	
2478	0.363196	477	0.014675	1101	0.017257	944	0.021186	0.633320	2478	0.363196	0.189200	0.209905	
2718	0.362031	428	0.051402	956	0.016736	898	0.010022	0.633320	2718	0.362031	0.206200	0.209905	
2734	0.369056	425	0.028235	923	0.018418	918	0.017429	0.633320	2734	0.369056	0.210800	0.209905	
2851	0.363031	388	0.036082	924	0.024892	837	0.029869	0.633320	2851	0.363031	0.219400	0.209906	
2824	0.344547	467	0.025696	841	0.061831	868	0.010369	0.633320	2824	0.344547	0.209200	0.209906	
2446	0.367130	452	0.024336	1073	0.018639	1029	0.006803	0.633320	2446	0.367130	0.187200	0.209904	
2820	0.345035	419	0.045346	921	0.022801	840	0.009524	0.633320	2820	0.345035	0.204200	0.209904	
2977	0.346322	461	0.041215	793	0.026482	769	0.009103	0.633320	2977	0.346322	0.215600	0.209904	
2878	0.332523	520	0.053846	817	0.023256	785	0.019108	0.633320	2878	0.332523	0.203800	0.209904	
2584	0.352554	414	0.033816	1047	0.039160	955	0.032461	0.633320	2584	0.352554	0.199400	0.209903	
2802	0.337259	527	0.030361	861	0.022067	810	0.025926	0.633320	2802	0.337259	0.200200	0.209903	
3145	0.335771	571	0.038529	651	0.026114	633	0.028436	0.633320	3145	0.335771	0.222600	0.209903	
3166	0.347757	565	0.037168	626	0.011182	643	0.038880	0.633320	3166	0.347757	0.230800	0.209905	
3229	0.324559	508	0.068898	621	0.008052	642	0.023364	0.633320	3229	0.324559	0.220600	0.209905	
3084	0.328470	561	0.035651	703	0.014225	652	0.032209	0.633320	3084	0.328470	0.212800	0.209906	
3166	0.341124	515	0.044660	661	0.033283	658	0.016717	0.633320	3166	0.341124	0.227200	0.209907	
2998	0.343562	487	0.047228	746	0.026810	769	0.020806	0.633320	2998	0.343562	0.217800	0.209907	
3215	0.341213	443	0.027088	674	0.029674	668	0.029940	0.633320	3215	0.341213	0.229800	0.209909	
3194	0.348779	533	0.028143	616	0.012987	657	0.035008	0.633320	3194	0.348779	0.232000	0.209910	
3235	0.333539	476	0.035714	656	0.016768	633	0.023697	0.633320	3235	0.333539	0.224400	0.209911	
2923	0.343141	437	0.045767	818	0.028117	822	0.024331	0.633320	2923	0.343141	0.213200	0.209911	
3182	0.339723	532	0.045113	664	0.010542	622	0.016077	0.633320	3182	0.339723	0.224400	0.209912	
3225	0.332713	474	0.033755	649	0.015408	652	0.035276	0.633320	3225	0.332713	0.224400	0.209913	
3183	0.323594	517	0.023211	659	0.009105	641	0.040562	0.633320	3183	0.323594	0.214800	0.209913	
3126	0.328215	540	0.025926	668	0.008982	666	0.031532	0.633320	3126	0.328215	0.213400	0.209914	
2964	0.334683	524	0.038168	763	0.002621	749	0.036048	0.633320	2964	0.334683	0.208200	0.209913	
3000	0.330667	517	0.029014	777	0.012870	706	0.032578	0.633320	3000	0.330667	0.208000	0.209913	
3179	0.346964	567	0.033510	622	0.027331	632	0.030063	0.633320	3179	0.346964	0.231600	0.209915	
3205	0.344462	478	0.031381	669	0.011958	648	0.032407	0.633320	3205	0.344462	0.229600	0.209916	
3052	0.342398	444	0.033784	746	0.025469	758	0.019789	0.633320	3052	0.342398	0.218800	0.209917	
3182	0.347894	508	0.051181	653	0.022971	657	0.027397	0.633320	3182	0.347894	0.233200	0.209918	
3149	0.338203	429	0.055944	754	0.006631	668	0.017964	0.633320	3149	0.338203	0.221200	0.209919	
3018	0.337972	489	0.040900	754	0.010610	739	0.028417	0.633320	3018	0.337972	0.213800	0.209919	
3101	0.336021	547	0.029250	707	0.012730	645	0.037209	0.633320	3101	0.336021	0.218200	0.209920	
3062	0.338668	487	0.034908	746	0.021448	705	0.025532	0.633320	3062	0.338668	0.217600	0.209920	
2957	0.345621	466	0.038627	834	0.009592	743	0.018843	0.633320	2957	0.345621	0.212400	0.209920	
2835	0.346737	402	0.034826	920	0.036957	843	0.035587	0.633320	2835	0.346737	0.212200	0.209920	
2985	0.343719	501	0.025948	778	0.021851	736	0.016304	0.633320	2985	0.343719	0.213600	0.209921	
3154	0.347178	485	0.049485	690	0.036232	671	0.032787	0.633320	3154	0.347178	0.233200	0.209922	
3284	0.354141	488	0.034836	629	0.020668	599	0.026711	0.633320	3284	0.354141	0.241800	0.209924	
3006	0.329341	523	0.045889	755	0.010596	716	0.023743	0.633320	3006	0.329341	0.207800	0.209924	
3045	0.349754	491	0.050916	772	0.005181	692	0.031792	0.633320	3045	0.349754	0.223200	0.209925	
3080	0.345779	509	0.056974	722	0.009695	689	0.023222	0.633320	3080	0.345779	0.223400	0.209926	
3153	0.363146	482	0.047718	697	0.022956	668	0.035928	0.633320	3153	0.363146	0.241600	0.209928	
3028	0.335865	482	0.037344	761	0.031537	729	0.023320	0.633320	3028	0.335865	0.215200	0.209928	
3138	0.346718	494	0.040486	683	0.016105	685	0.017518	0.633320	3138	0.346718	0.226200	0.209929	
2811	0.346140	465	0.032258	882	0.036281	842	0.021378	0.633320	2811	0.346140	0.207600	0.209929	
2693	0.340141	422	0.045024	934	0.039615	951	0.019979	0.633320	2693	0.340141	0.198200	0.209928	
3182	0.341295	500	0.058000	673	0.013373	645	0.023256	0.633320	3182	0.341295	0.227800	0.209930	
3153	0.347288	486	0.053498	707	0.022631	654	0.019878	0.633320	3153	0.347288	0.230000	0.209931	
3101	0.362464	490	0.046939	676	0.035503	733	0.028649	0.633320	3101	0.362464	0.238400	0.209933	
3118	0.338679	515	0.050485	690	0.020290	677	0.017725	0.633320	3118	0.338679	0.221600	0.209933	
2396	0.345159	386	0.044041	1201	0.019151	1017	0.027532	0.633320	2396	0.345159	0.179000	0.209931	
2867	0.335542	470	0.044681	874	0.018307	789	0.026616	0.633320	2867	0.335542	0.204000	0.209931	
3178	0.326935	541	0.022181	617	0.029173	664	0.012048	0.633320	3178	0.326935	0.215400	0.209931	
3162	0.352309	523	0.034417	656	0.013720	659	0.024279	0.633320	3162	0.352309	0.231400	0.209933	
3149	0.352175	454	0.061674	719	0.015299	678	0.020649	0.633320	3149	0.352175	0.232400	0.209934	
3113	0.339865	512	0.042969	702	0.017094	673	0.025260	0.633320	3113	0.339865	0.221800	0.209935	
3110	0.327010	563	0.030195	668	0.014970	659	0.015175	0.633320	3110	0.327010	0.210800	0.209935	
2936	0.332084	541	0.049908	822	0.021898	701	0.011412	0.633320	2936	0.332084	0.205600	0.209935	
2634	0.330676	438	0.045662	1011	0.025717	917	0.030534	0.633320	2634	0.330676	0.189000	0.209933	
3199	0.326352	520	0.032692	654	0.041284	627	0.017544	0.633320	3199	0.326352	0.219800	0.209934	
3148	0.351970	532	0.048872	659	0.015175	661	0.018154	0.633320	3148	0.351970	0.231200	0.209935	
2842	0.341661	524	0.030534	774	0.023256	860	0.015116	0.633320	2842	0.341661	0.203600	0.209935	
2967	0.342770	513	0.033138	794	0.010076	726	0.006887	0.633320	2967	0.342770	0.209400	0.209935	
3119	0.354601	527	0.041746	706	0.031161	648	0.023148	0.633320	3119	0.354601	0.233000	0.209937	
2945	0.327674	493	0.056795	804	0.026119	758	0.025066	0.633320	2945	0.327674	0.206600	0.209936	
3167	0.333754	501	0.045908	660	0.021212	672	0.011905	0.633320	3167	0.333754	0.220400	0.209937	
3170	0.356151	496	0.036290	687	0.013100	647	0.017002	0.633320	3170	0.356151	0.233400	0.209938	
3201	0.334271	484	0.035124	673	0.020802	642	0.017134	0.633320	3201	0.334271	0.222400	0.209939	
3042	0.338922	426	0.028169	796	0.007538	736	0.021739	0.633320	3042	0.338922	0.213000	0.209940	
3219	0.346692	470	0.023404	635	0.020472	676	0.044379	0.633320	3219	0.346692	0.234000	0.209941	
3061	0.335511	529	0.062382	709	0.012694	701	0.012839	0.633320	3061	0.335511	0.215600	0.209941	
3204	0.353308	523	0.034417	634	0.017350	639	0.007825	0.633320	3204	0.353308	0.233200	0.209943	
2917	0.339390	420	0.045238	874	0.024027	789	0.016477	0.633320	2917	0.339390	0.208600	0.209943	
2930	0.362457	446	0.031390	862	0.005800	762	0.007874	0.633320	2930	0.362457	0.217400	0.209943	
3243	0.348443	494	0.048583	635	0.039370	628	0.036624	0.633320	3243	0.348443	0.240400	0.209945	
3189	0.358420	541	0.016636	628	0.038217	642	0.028037	0.633320	3189	0.358420	0.238800	0.209947	
3209	0.341851	523	0.032505	607	0.019769	661	0.027231	0.633320	3209	0.341851	0.228800	0.209948	
3027	0.346878	482	0.031120	774	0.014212	717	0.008368	0.633320	3027	0.346878	0.216400	0.209949	
3161	0.325846	556	0.025180	612	0.024510	671	0.008942	0.633320	3161	0.325846	0.213000	0.209949	
3131	0.347812	571	0.040280	643	0.013997	655	0.006107	0.633320	3131	0.347812	0.225000	0.209950	
2610	0.335249	494	0.028340	962	0.009356	934	0.016060	0.633320	2610	0.335249	0.182600	0.209948	
3032	0.335752	552	0.030797	715	0.012587	701	0.022825	0.633320	3032	0.335752	0.212000	0.209948	
3141	0.339064	502	0.045817	697	0.015782	660	0.003030	0.633320	3141	0.339064	0.220200	0.209949	
2975	0.350588	468	0.064103	773	0.025873	784	0.008929	0.633320	2975	0.350588	0.220000	0.209950	
3240	0.337963	448	0.044643	678	0.022124	634	0.015773	0.633320	3240	0.337963	0.228000	0.209951	
3129	0.353468	489	0.040900	696	0.014368	686	0.024781	0.633320	3129	0.353468	0.230600	0.209952	
2492	0.339085	460	0.026087	1092	0.021978	956	0.011506	0.633320	2492	0.339085	0.178400	0.209950	
3023	0.341714	521	0.019194	736	0.008152	720	0.004167	0.633320	3023	0.341714	0.210400	0.209950	
3215	0.322862	479	0.033403	643	0.031104	663	0.013575	0.633320	3215	0.322862	0.216600	0.209951	
3132	0.331418	499	0.020040	694	0.014409	675	0.022222	0.633320	3132	0.331418	0.214600	0.209951	
3175	0.343307	536	0.013060	624	0.032051	665	0.025564	0.633320	3175	0.343307	0.226800	0.209952	
3039	0.327739	499	0.030060	729	0.013717	733	0.006821	0.633320	3039	0.327739	0.205200	0.209952	
3073	0.338106	535	0.031776	707	0.029703	685	0.008759	0.633320	3073	0.338106	0.216600	0.209952	
3238	0.342804	482	0.045643	644	0.018634	636	0.012579	0.633320	3238	0.342804	0.230400	0.209953	
3258	0.347452	505	0.035644	586	0.017065	651	0.018433	0.633320	3258	0.347452	0.234400	0.209955	
3142	0.326544	524	0.041985	666	0.022523	668	0.008982	0.633320	3142	0.326544	0.213800	0.209955	
3182	0.347580	567	0.035273	650	0.020000	601	0.006656	0.633320	3182	0.347580	0.228600	0.209956	
3250	0.336000	517	0.030948	602	0.013289	631	0.015848	0.633320	3250	0.336000	0.225200	0.209957	
3152	0.339150	533	0.048780	686	0.010204	629	0.022258	0.633320	3152	0.339150	0.223200	0.209958	
3032	0.354222	494	0.052632	741	0.008097	733	0.017735	0.633320	3032	0.354222	0.223800	0.209959	
3164	0.340392	549	0.021858	636	0.009434	651	0.024578	0.633320	3164	0.340392	0.222200	0.209960	
3111	0.342655	489	0.038855	703	0.019915	697	0.017217	0.633320	3111	0.342655	0.222200	0.209961	
3186	0.349341	523	0.028681	631	0.015848	660	0.019697	0.633320	3186	0.349341	0.230200	0.209962	
2942	0.340925	443	0.047404	824	0.016990	791	0.021492	0.633320	2942	0.340925	0.211000	0.209962	
3124	0.342830	515	0.033010	688	0.015988	673	0.016345	0.633320	3124	0.342830	0.222000	0.209963	
3191	0.346913	522	0.034483	645	0.029457	642	0.024922	0.633320	3191	0.346913	0.232000	0.209964	
3143	0.326758	526	0.024715	664	0.016566	667	0.028486	0.633320	3143	0.326758	0.214000	0.209965	
3118	0.358563	496	0.026210	704	0.019886	682	0.029326	0.633320	3118	0.358563	0.233000	0.209966	
2946	0.341480	401	0.034913	883	0.027180	770	0.033766	0.633320	2946	0.341480	0.214000	0.209966	
2745	0.348634	517	0.036750	952	0.033613	786	0.017812	0.633320	2745	0.348634	0.204400	0.209966	
2901	0.337470	385	0.051948	883	0.050963	831	0.022864	0.633320	2901	0.337470	0.212600	0.209966	
3110	0.353376	478	0.039749	704	0.012784	708	0.009887	0.633320	3110	0.353376	0.226800	0.209967	
3259	0.329242	442	0.018100	630	0.025397	669	0.016442	0.633320	3259	0.329242	0.221600	0.209968	
3005	0.339101	491	0.048880	758	0.011873	746	0.025469	0.633320	3005	0.339101	0.214200	0.209968	
2981	0.344180	560	0.039286	703	0.004267	756	0.015873	0.633320	2981	0.344180	0.212600	0.209968	
3150	0.327302	528	0.039773	674	0.054896	648	0.020062	0.633320	3150	0.327302	0.220400	0.209969	
3207	0.337075	491	0.030550	628	0.009554	674	0.017804	0.633320	3207	0.337075	0.222800	0.209970	
3181	0.347689	549	0.032787	647	0.021638	623	0.024077	0.633320	3181	0.347689	0.230600	0.209971	
3104	0.337951	403	0.037221	734	0.020436	759	0.026350	0.633320	3104	0.337951	0.219800	0.209972	
3137	0.338859	492	0.030488	675	0.019259	696	0.011494	0.633320	3137	0.338859	0.219800	0.209973	
3160	0.346519	456	0.030702	694	0.015850	690	0.013043	0.633320	3160	0.346519	0.225800	0.209974	
2535	0.342012	421	0.059382	1044	0.038314	1000	0.010000	0.633320	2535	0.342012	0.188400	0.209972	
3181	0.342660	468	0.042735	664	0.028614	687	0.016012	0.633320	3181	0.342660	0.228000	0.209973	
3168	0.332071	511	0.041096	678	0.013274	643	0.017107	0.633320	3168	0.332071	0.218600	0.209974	
2871	0.352142	470	0.042553	818	0.019560	841	0.011891	0.633320	2871	0.352142	0.211400	0.209974	
2988	0.329652	548	0.056569	734	0.006812	730	0.020548	0.633320	2988	0.329652	0.207200	0.209974	
3165	0.338705	486	0.041152	692	0.010116	657	0.006088	0.633320	3165	0.338705	0.220600	0.209975	
3156	0.333967	434	0.043779	682	0.013196	728	0.019231	0.633320	3156	0.333967	0.219200	0.209975	
2585	0.353578	423	0.037825	1070	0.023364	922	0.018438	0.633320	2585	0.353578	0.194400	0.209974	
3208	0.339776	485	0.030928	672	0.053571	635	0.018898	0.633320	3208	0.339776	0.230600	0.209975	
2836	0.343089	519	0.053950	858	0.023310	787	0.020330	0.633320	2836	0.343089	0.207400	0.209975	
3008	0.326130	554	0.063177	761	0.026281	677	0.016248	0.633320	3008	0.326130	0.209400	0.209975	
2787	0.346968	454	0.061674	921	0.026059	838	0.021480	0.633320	2787	0.346968	0.207400	0.209975	
3112	0.337404	429	0.032634	736	0.014946	723	0.019364	0.633320	3112	0.337404	0.217800	0.209976	
3222	0.344817	501	0.051896	650	0.032308	627	0.012759	0.633320	3222	0.344817	0.233200	0.209977	
3064	0.349543	557	0.044883	698	0.015759	681	0.014684	0.633320	3064	0.349543	0.223400	0.209978	
2908	0.328404	531	0.035782	805	0.017391	756	0.021164	0.633320	2908	0.328404	0.200800	0.209977	
3241	0.355446	472	0.033898	661	0.016641	626	0.023962	0.633320	3241	0.355446	0.238800	0.209979	
3111	0.343298	525	0.026667	726	0.030303	638	0.018809	0.633320	3111	0.343298	0.223200	0.209980	
2929	0.345169	465	0.045161	851	0.012926	755	0.017219	0.633320	2929	0.345169	0.211200	0.209980	
3168	0.346907	560	0.026786	632	0.020570	640	0.032813	0.633320	3168	0.346907	0.229600	0.209981	
3162	0.320683	560	0.042857	642	0.038941	636	0.014151	0.633320	3162	0.320683	0.214400	0.209982	
2946	0.324508	491	0.042770	819	0.028083	744	0.013441	0.633320	2946	0.324508	0.202000	0.209981	
3038	0.337393	568	0.028169	716	0.011173	678	0.028024	0.633320	3038	0.337393	0.213600	0.209981	
2897	0.343114	510	0.037255	808	0.014851	785	0.016561	0.633320	2897	0.343114	0.207600	0.209981	
2846	0.346803	472	0.038136	857	0.012835	825	0.015758	0.633320	2846	0.346803	0.205800	0.209981	
3076	0.333225	557	0.034111	666	0.015015	701	0.021398	0.633320	3076	0.333225	0.213800	0.209981	
3036	0.338603	548	0.047445	710	0.028169	706	0.028329	0.633320	3036	0.338603	0.218800	0.209982	
3076	0.348179	507	0.033531	699	0.032904	718	0.030641	0.633320	3076	0.348179	0.226600	0.209983	
2909	0.338604	479	0.041754	773	0.033635	839	0.020262	0.633320	2909	0.338604	0.209600	0.209983	
2877	0.320473	535	0.031776	821	0.014616	767	0.014342	0.633320	2877	0.320473	0.192400	0.209982	
2553	0.351743	502	0.033865	1044	0.046935	901	0.038846	0.633320	2553	0.351743	0.199800	0.209981	
3050	0.327213	495	0.034343	745	0.042953	710	0.021127	0.633320	3050	0.327213	0.212400	0.209981	
3202	0.328232	513	0.033138	637	0.012559	648	0.021605	0.633320	3202	0.328232	0.218000	0.209982	
3061	0.333551	569	0.038664	720	0.041667	650	0.023077	0.633320	3061	0.333551	0.217600	0.209982	
3131	0.350687	418	0.062201	742	0.012129	709	0.023977	0.633320	3131	0.350687	0.230000	0.209984	
3000	0.342000	436	0.025229	743	0.010767	821	0.020706	0.633320	3000	0.342000	0.212400	0.209984	
3052	0.324377	461	0.054230	725	0.009655	762	0.028871	0.633320	3052	0.324377	0.208800	0.209984	
3170	0.320820	538	0.031599	658	0.024316	634	0.009464	0.633320	3170	0.320820	0.211200	0.209984	
3145	0.343084	552	0.032609	673	0.023774	630	0.017460	0.633320	3145	0.343084	0.224800	0.209985	
2996	0.347797	582	0.058419	743	0.030956	679	0.026510	0.633320	2996	0.347797	0.223400	0.209985	
3035	0.346952	492	0.048780	802	0.009975	671	0.019374	0.633320	3035	0.346952	0.219600	0.209986	
2836	0.355078	455	0.061538	889	0.012373	820	0.020732	0.633320	2836	0.355078	0.212600	0.209986	
3202	0.342598	517	0.027079	630	0.012698	651	0.018433	0.633320	3202	0.342598	0.226200	0.209987	
3157	0.346532	518	0.015444	645	0.038760	680	0.016176	0.633320	3157	0.346532	0.227600	0.209988	
3216	0.342973	515	0.042718	617	0.027553	652	0.010736	0.633320	3216	0.342973	0.229800	0.209990	
3177	0.346868	487	0.039014	664	0.019578	672	0.014881	0.633320	3177	0.346868	0.228800	0.209991	
3084	0.357004	484	0.026860	755	0.025166	677	0.011817	0.633320	3084	0.357004	0.228200	0.209992	
2984	0.330094	443	0.047404	836	0.022727	737	0.020353	0.633320	2984	0.330094	0.208000	0.209992	
2873	0.319179	495	0.028283	802	0.007481	830	0.015663	0.633320	2873	0.319179	0.190000	0.209991	
2814	0.318763	465	0.043011	906	0.014349	815	0.012270	0.633320	2814	0.318763	0.188000	0.209989	
2545	0.344990	427	0.016393	1016	0.015748	1012	0.023715	0.633320	2545	0.344990	0.185000	0.209988	
2916	0.352881	495	0.018182	787	0.024142	802	0.011222	0.633320	2916	0.352881	0.213200	0.209988	
3008	0.359707	528	0.013258	698	0.008596	766	0.016971	0.633320	3008	0.359707	0.221600	0.209989	
3012	0.340637	507	0.015779	791	0.017699	690	0.008696	0.633320	3012	0.340637	0.210800	0.209989	
2912	0.344093	476	0.027311	794	0.020151	818	0.022005	0.633320	2912	0.344093	0.209800	0.209989	
3051	0.363815	459	0.013072	726	0.023416	764	0.020942	0.633320	3051	0.363815	0.229800	0.209990	
3112	0.348650	482	0.029046	721	0.026352	685	0.017518	0.633320	3112	0.348650	0.226000	0.209991	
2979	0.382679	443	0.036117	788	0.035533	790	0.008861	0.633320	2979	0.382679	0.238200	0.209993	
2907	0.345029	504	0.021825	817	0.019584	772	0.015544	0.633320	2907	0.345029	0.208400	0.209993	
3101	0.329894	548	0.036496	668	0.005988	683	0.026354	0.633320	3101	0.329894	0.213000	0.209993	
3026	0.360212	542	0.038745	732	0.009563	700	0.031429	0.633320	3026	0.360212	0.228000	0.209994	
3180	0.343396	475	0.025263	659	0.021244	686	0.024781	0.633320	3180	0.343396	0.227000	0.209995	
3138	0.338751	523	0.040153	695	0.014388	644	0.026398	0.633320	3138	0.338751	0.222200	0.209996	
3053	0.345562	452	0.044248	813	0.041820	682	0.016129	0.633320	3053	0.345562	0.224000	0.209997	
3151	0.341796	485	0.028866	689	0.020319	675	0.041481	0.633320	3151	0.341796	0.226600	0.209998	
3227	0.331267	488	0.036885	650	0.029231	635	0.033071	0.633320	3227	0.331267	0.225400	0.209999	
3157	0.332911	553	0.021700	642	0.012461	648	0.021605	0.633320	3157	0.332911	0.217000	0.209999	
2598	0.355273	412	0.033981	1026	0.015595	964	0.011411	0.633320	2598	0.355273	0.192800	0.209998	
2757	0.370330	460	0.036957	877	0.020525	906	0.020971	0.633320	2757	0.370330	0.215000	0.209999	
2886	0.344421	469	0.036247	838	0.013126	807	0.019827	0.633320	2886	0.344421	0.207600	0.209998	
3021	0.350877	503	0.019881	756	0.015873	720	0.019444	0.633320	3021	0.350877	0.219200	0.209999	
2911	0.345929	545	0.033028	783	0.012771	761	0.027595	0.633320	2911	0.345929	0.211200	0.209999	
2853	0.342096	455	0.024176	867	0.008074	825	0.018182	0.633320	2853	0.342096	0.201800	0.209999	
2655	0.332580	486	0.022634	970	0.030928	889	0.014623	0.633320	2655	0.332580	0.187400	0.209997	
2952	0.364499	502	0.021912	777	0.024453	769	0.013004	0.633320	2952	0.364499	0.223200	0.209998	
2574	0.338384	437	0.027460	1053	0.012346	936	0.010684	0.633320	2574	0.338384	0.181200	0.209996	
2042	0.341332	320	0.037500	1339	0.017924	1299	0.013087	0.633320	2042	0.341332	0.150000	0.209992	
3007	0.340206	430	0.039535	782	0.015345	781	0.020487	0.633320	3007	0.340206	0.213600	0.209992	
3140	0.337580	524	0.034351	662	0.031722	674	0.028190	0.633320	3140	0.337580	0.223600	0.209993	
3177	0.323890	508	0.051181	681	0.011747	634	0.028391	0.633320	3177	0.323890	0.216200	0.209994	
3161	0.335021	512	0.027344	712	0.014045	615	0.029268	0.633320	3161	0.335021	0.220200	0.209994	
3264	0.340380	486	0.041152	623	0.028892	627	0.007974	0.633320	3264	0.340380	0.230800	0.209996	
2954	0.337508	574	0.040070	751	0.022636	721	0.016644	0.633320	2954	0.337508	0.209800	0.209996	
2817	0.329783	590	0.027119	797	0.013802	796	0.015075	0.633320	2817	0.329783	0.193600	0.209995	
3141	0.333970	538	0.026022	663	0.021116	658	0.021277	0.633320	3141	0.333970	0.218200	0.209995	
3034	0.355966	567	0.033510	715	0.036364	684	0.019006	0.633320	3034	0.355966	0.227600	0.209996	
2634	0.344723	492	0.022358	928	0.017241	946	0.022199	0.633320	2634	0.344723	0.191200	0.209995	
3104	0.347294	580	0.027586	662	0.030211	654	0.024465	0.633320	3104	0.347294	0.226000	0.209996	
2833	0.357218	528	0.051136	852	0.012911	787	0.033037	0.633320	2833	0.357218	0.215200	0.209996	
3098	0.356359	519	0.028902	697	0.021521	686	0.021866	0.633320	3098	0.356359	0.229800	0.209998	
3154	0.359860	531	0.033898	670	0.014925	645	0.018605	0.633320	3154	0.359860	0.235000	0.209999	
3093	0.320401	531	0.041431	714	0.015406	662	0.010574	0.633320	3093	0.320401	0.206200	0.209999	
3105	0.334300	591	0.030457	651	0.015361	653	0.022971	0.633320	3105	0.334300	0.216200	0.209999	
3077	0.332792	505	0.041584	737	0.008141	681	0.032305	0.633320	3077	0.332792	0.214600	0.210000	
2526	0.317102	499	0.032064	1078	0.021336	897	0.039019	0.633320	2526	0.317102	0.175000	0.209998	
3188	0.363237	521	0.034549	670	0.016418	621	0.022544	0.633320	3188	0.363237	0.240200	0.209999	
3223	0.345641	602	0.034884	598	0.013378	577	0.022530	0.633320	3223	0.345641	0.231200	0.210001	
3256	0.352273	515	0.034951	623	0.024077	606	0.021452	0.633320	3256	0.352273	0.238600	0.210003	
3212	0.331569	558	0.037634	598	0.026756	632	0.031646	0.633320	3212	0.331569	0.224400	0.210004	
3161	0.339450	524	0.053435	629	0.023847	686	0.030612	0.633320	3161	0.339450	0.227400	0.210005	
3110	0.344373	562	0.023132	691	0.011577	637	0.026688	0.633320	3110	0.344373	0.221800	0.210005	
2792	0.345630	454	0.041850	894	0.007830	860	0.026744	0.633320	2792	0.345630	0.202800	0.210005	
3076	0.339727	465	0.038710	746	0.042895	713	0.030856	0.633320	3076	0.339727	0.223400	0.210006	
2997	0.351685	485	0.041237	806	0.016129	712	0.036517	0.633320	2997	0.351685	0.222600	0.210007	
3135	0.336204	513	0.033138	702	0.019943	650	0.026154	0.633320	3135	0.336204	0.220400	0.210007	
3192	0.353070	567	0.024691	628	0.019108	613	0.027732	0.633320	3192	0.353070	0.234000	0.210009	
3201	0.327398	515	0.046602	706	0.014164	578	0.025952	0.633320	3201	0.327398	0.219400	0.210009	
3098	0.338606	549	0.030965	648	0.021605	705	0.019858	0.633320	3098	0.338606	0.218800	0.210010	
3096	0.334302	609	0.032841	653	0.026034	642	0.029595	0.633320	3096	0.334302	0.218200	0.210011	
3200	0.333125	538	0.040892	624	0.011218	638	0.026646	0.633320	3200	0.333125	0.222400	0.210011	
3108	0.353925	524	0.043893	692	0.036127	676	0.029586	0.633320	3108	0.353925	0.233600	0.210013	
2548	0.330848	371	0.035040	1085	0.012903	996	0.015060	0.633320	2548	0.330848	0.177000	0.210011	
2921	0.354673	461	0.026030	856	0.023364	762	0.013123	0.633320	2921	0.354673	0.215600	0.210011	
2020	0.334653	346	0.037572	1343	0.025316	1291	0.013943	0.633320	2020	0.334653	0.148200	0.210007	
2889	0.353063	487	0.039014	824	0.020631	800	0.010000	0.633320	2889	0.353063	0.212800	0.210007	
2859	0.362015	446	0.029148	872	0.028670	823	0.015796	0.633320	2859	0.362015	0.217200	0.210008	
3087	0.365403	415	0.033735	787	0.030496	711	0.019691	0.633320	3087	0.365403	0.236000	0.210009	
2990	0.360870	422	0.035545	793	0.015132	795	0.016352	0.633320	2990	0.360870	0.223800	0.210010	
3027	0.350512	491	0.059063	752	0.030585	730	0.010959	0.633320	3027	0.350512	0.224200	0.210011	
2927	0.345405	517	0.019342	788	0.024112	768	0.005208	0.633320	2927	0.345405	0.208800	0.210011	
2825	0.354690	447	0.035794	934	0.014989	794	0.018892	0.633320	2825	0.354690	0.209400	0.210011	
2564	0.355694	397	0.020151	1066	0.015009	973	0.007194	0.633320	2564	0.355694	0.188600	0.210010	
3095	0.364782	448	0.029018	721	0.011096	736	0.016304	0.633320	3095	0.364782	0.232400	0.210011	
3106	0.366710	455	0.030769	723	0.013831	716	0.015363	0.633320	3106	0.366710	0.234800	0.210013	
3112	0.362789	466	0.040773	723	0.017981	699	0.011445	0.633320	3112	0.362789	0.233800	0.210014	
2798	0.360615	514	0.021401	853	0.010551	835	0.017964	0.633320	2798	0.360615	0.208800	0.210014	
2851	0.332164	500	0.042000	833	0.026411	816	0.019608	0.633320	2851	0.332164	0.201200	0.210014	
3210	0.346729	560	0.030357	614	0.021173	616	0.011364	0.633320	3210	0.346729	0.230000	0.210015	
